department,level,sem,code,type,title,description,mcs,prerequisites,preclusions,corequisites,hrs,remarks
CM,1,1 and 2,CM1131,Core,Foundations in Chemistry I,"This is a year-long module that is designed to introduce students to basic ideas and principles in Chemistry and places emphasis on understanding and application of scientific concepts. Topics covered include experimental chemistry, kinetic theory of matter, acid-base reactions, as well as chemical bonding, formulae and equations. As Chemistry is an experimental science, students will have numerous opportunities to handle basic laboratory apparatus during the practical sessions. The knowledge and skills introduced in this module are essential to the understanding of Chemistry in the more advanced modules.",4,None,,,2,Year long module
CM,1,1 and 2,CM1331,Enrichment,Chemical Potpourri I,This lab-based module covers a series of chemical investigations ranging over several areas of Chemistry. Students can look forward to activities which complement the formal study of Chemistry in the classroom and provide opportunities for developing analytical skills in dealing with chemical problems.,2,None,,,1.5,
CM,2,1 and 2,CM2131,Core,Foundations in Chemistry II,"This year-long module is a continuation from Foundations in Chemistry I, and aims to strengthen the fundamental chemistry concepts required for chemistry students to appreciate and master the chemistry modules taught at higher levels. The emphasis in this module is to enable students to apply their foundational knowledge of the various aspects of chemistry in understanding chemical reactions including precipitation, acid-base and redox reactions. Emphasis will also be given to practical skills required for the volumetric and qualitative analysis of chemicals.",6,CM1131,,,3,Year long module
CM,2,2,CM2231,Elective,Chemistry Olympiad Training I,"This introductory module serves to engage talented students with a more in-depth study of the concepts learnt in Year 1 and 2 core modules, with the incorporation of some new concepts. It also serves to train the students’ problem-solving ability and nurture their scientific common sense.",2,Department Approval,,,1.5,
CM,2,1 or 2,CM2331,Enrichment,Chemical Potpourri II,"Chemistry plays an integral role in the daily running of our lives. This module aims to continue to give students insight and appreciation of the chemistry that affects our daily activities through chemical investigations that range over several areas of Chemistry, such as the food we eat and the soaps we use.",2,CM1131,,,1.5,
CM,3,1 and 2,CM3131,Core,Foundations in Chemistry III,"This module extends the concepts covered in the first two foundation modules.  It will introduce students to the fascinating world of Organic Chemistry and also delve a little deeper into Chemical Bonding. Other topics covered include Energy Changes and Redox Reactions. Concluding this module, students will consolidate what they have learnt in the foundation years.",6,CM2131,,,3,Year long module
CM,3,1,CM3231,Elective,Chemistry Olympiad Training II,This module serves to engage talented students in chemistry with a more in-depth study of topics learnt in Years 1-3 core modules. New concepts will be included and many are built on the key understanding of the concepts acquired previously. This module also aims to train the students’ problem solving ability and nurture theirscientific skills to get them better prepared for the Olympiad competitions.,2,Department Approval,,,1.5,
CM,3,2,CM3232,Elective,Chemistry Olympiad Training III,This module serves to engage talented students in chemistry with a more in-depth study of topics learnt in Years 1-3 core modules. New concepts will be included and many are built on the key understanding of the concepts acquired previously. This module also aims to train the students’ problem solving ability and nurture their scientific skills to get them better prepared for the Olympiad competitions.,2,Department Approval,,,1.5,
CM,3,1,CM3332,Enrichment,Foundations in Chemistry (Bridging),This is a bridging module for new students joining our school at Year 3.  It aims to allow students to master fundamental chemistry knowledge which will be required for the understanding of higher chemistry modules. There will also be hands-on experience in volumetric analysis and basic chemical analysis.,2,Department Approval,,,1.5,Bridging module (For new Yr 3 intake only)
CM,4,1,CM4131,Core (Major),Principles of Inorganic Chemistry and Structure of Matter,"The module introduces the basic ideas of Quantum Theory, describes the electronic structures of the elements in the Periodic Table and explains the periodicity of the atomic properties of the elements. It continues with the Valence Bond Theory and the concept of hybridisation in describing the formation of covalent bonds. Structures and properties of gases, liquids and solutions are then examined in greater detail. The module concludes with the principles of Inorganic Chemistry, focusing on the key ideas such as the Uniqueness Principle, the Diagonal Effect, the Inert-pair effect, Lewis acid/base, p𝜋-d𝜋 bonding and the acid-base nature of oxides.",4,CM3131,,,4,
CM,4,2,CM4132,Core (Major),Chemical Kinetics and Equilibria,"Chemical Kinetics is the study of rates of chemical reactions. The module introduces the Collision theory to explain how various factors affect rates of reactions. It also covers in depth the quantitative description of reaction kinetics, followed by proposing reaction mechanisms that are consistent with experimental rate laws. The concept of Equilibrium is fundamental in almost all chemical reactions, as well as many physical processes. This module explores the idea of reversible reactions, dynamic equilibrium in a closed chemical system, and how various factors can influence an equilibrium system. With this understanding, we will be able to describe chemical equilibrium quantitatively using equilibrium constants. The module also deals with various homogeneous and heterogeneous equilibria in depth, ranging from gaseous equilibria to aqueous equilibria of weak acids and bases, buffer solutions and sparingly soluble salts.",4,CM4131,,,4,
CM,4,1,CM4231,Elective,Chemistry Olympiad Training IV,These are chemistry elective modules specially designed for Year 4 students who have done very well in chemistry and show potential in handling more challenging content and tackling harder physical chemistry problems.,2,Department Approval,,,1.5,
CM,4,2,CM4232,Elective,Chemistry Olympiad Training V,These are chemistry elective modules specially designed for Year 4 students who have done very well in chemistry and show potential in handling more challenging content and tackling harder physical chemistry problems.,2,Department Approval,,,1.5,
CM,5,1,CM5131,Core (Major),Organic Chemistry,"Organic chemistry has been the frontier of chemical research. It surrounds us in every part of our life and its knowledge transcends all disciplines of science. The vast majority of chemical compoundsknown to man are organic; that is, they are compounds built on a carbon framework. Organic compounds vary greatly in size and complexity, from the simplest hydrocarbon, methane, to macromolecules, made up of thousands of atoms. This module builds on the foundation from Year 3 and students can expect to learn more oragnic reactions and delve deeper into the mechanisms.",4,CM4131 and CM4132,,,4,
CM,5,2,CM5132,Core (Major),Thermodynamics and Electrochemistry,"Chemical Thermodynamics is the study of the interrelation of heat and work with chemical reactions. The module makes use of the First Law of Thermodynamics to establish an understanding of enthalpy change of reaction and focuses on the measurements of enthalpy changes by calorimetry, and the calculations of enthalpy changes by the Hess’ Law. The module further makes use of the Second Law of Thermodynamics, focusing on the use of Gibbs free energy change, to predict and explain the spontaneity of a reaction under a specific set of conditions. The Third Law of Thermodynamics is also discussed in order to have a complete understanding of entropy changes of reactions. Building upon the redox as well as reactivity concepts covered in the foundation years, this module will delve deeper into electrochemistry, covering the principles underlying the function of galvanic cells and the selective discharge of ions in electrolytic cells.",4,CM4131 and CM4132,,,4,
CM,5,1,CM5231,Elective,Chemistry Olympiad Training VI,"These are chemistry elective modules specially designed for Year 5 students who have done very well in chemistry and display a strong passion for the subject. During the course, students must show potential in handling more challenging content and tackling higher order chemistry problems. Students who exhibit high level of understanding and competence may eventually be shortlisted for the Singapore Chemistry Olympiad (SChO).",2,Department Approval,,,1.5,
CM,5,2,CM5232,Elective,Chemistry Olympiad Training VII,"These are chemistry elective modules specially designed for Year 5 students who have done very well in chemistry and display a strong passion for the subject. During the course, students must show potential in handling more challenging content and tackling higher order chemistry problems. Students who exhibit high level of understanding and competence may eventually be shortlisted for the Singapore Chemistry Olympiad (SChO).",2,Department Approval,,,1.5,
CM,5,1,CM5431,Honours,Separation Science,"This module covers the various aspects of separation techniques used in modern day chemistry.  Students will gain an understanding of distillation, extraction, and various chromatographic methods, including Thin Layer Chromatography (TLC), gas chromatography (GC), ion-exchange chromatography and high performance liquid chromatography (HPLC). Students will also gain practical experience into these topics.",2,CM4131 and CM4132,,,2,
CM,5,2,CM5432,Honours Option,Structural Elucidation,"This module covers the different approaches and methods that are employed by scientists in modern day chemistry to deduce the structural features of unknown compounds. Some of the characterization techniques covered will include nuclear magnetic resonance (NMR) spectroscopy, mass spectrometry (MS), and infrared (IR) spectroscopy. These analytical skills will aid them greatly in their pursuit, particularly in Science and Engineering.",2,CM5131,,,2,
CM,5,2,CM5433,Honours Option,Principles of Chemical Engineering,"This module provides students with a basic concept of chemical engineering processes and related problem-solving methods. It provides an introduction to the principles of chemical engineering process analysis. The module discusses details of steady state material and energy balances, including recycles, bypass, purge, phase change and chemical reactions. Other topics include simultaneous mass and energy balances. Students taking this module must have a strong foundation in mathematics.",2,CM5131,,,2,
CM,5,2,CM5436V,Honours in lieu,NUS/CM1102 Chemistry - The Central Science,"The module takes on a thematic approach to illustrate core concepts and the central role it plays in science. The three main themes are – the Environment, Materials and Life. Issues such as global warming, industrialization, energy, sustainability, biomedical advancement, etc. will be discussed. Students will get to appreciate key scientific fundamentals, explore real issues and deliberate on possible future solutions.",4,CM5131 and Department Approval,,,4,
CM,6,1,CM6131,Core (Major),Chemistry in Context,"This module aims to allow students to explore various commonly encountered contexts where chemistry is applied in areas of industry, research, pharmaceuticals, forensics as examples. Over the course of the module, key cornerstone chemical concepts – the big ideas, the enduring understanding and essential knowledge in chemistry will be revisited and consolidated.",4,CM5131 and CM5132,,,4,
CM,6,2,CM6132,Core (Major),Experiments in Synthetic Chemistry,This module provides an introductory experience in laboratory synthesis and analytical techniques. Chemical synthesis is one of the most valuable skills to learn in a chemistry laboratory and these practical sessions are designed to provide a thorough training in elementary techniques commonly employed in synthetic chemistry. Analytical techniques such as chromatography will also be featured in this highly intensive laboratory module.,4,CM5131 and CM5132,,,4,
CM,6,1 or 2,CM6231,Elective,Medicinal Chemistry,"As the pharmaceutical industry develops and grows here in Singapore, it is important to be attuned to the role that chemistry plays in concert with other science disciplines in the process of drug discovery. This theory-intensive module will give a taste of the realm of medicinal chemistry, from discovery to synthesis and development to biological activity. Students will require an interest in organic chemistry, biochemistry and biomolecular sciences.",2,CM5131 and CM5132,,,1.5,
CM,6,1,CM5436V,Honours in lieu,NUS/CM1102 Chemistry - The Central Science,"The module takes on a thematic approach to illustrate core concepts and the central role it plays in science. The three main themes are – the Environment, Materials and Life. Issues such as global warming, industrialization, energy, sustainability, biomedical advancement, etc. will be discussed. Students will get to appreciate key scientific fundamentals, explore real issues and deliberate on possible future solutions.",4,CM5131 and Department Approval,,,4,Re-offered by NUS this semester. Catered to students on the NUSH hybrid track
CM,6,1,CM6436V,Honours in lieu,NUS/CM2133 Foundations of Physical Chemistry,"Students will learn how the wavefunction description of matter leads to energy quantization. This concept is applied to spectroscopic techniques of UV-visible, FTIR, Raman and NMR spectroscopy. The laws of thermodynamics that characterize and govern physical chemical systems will also be included and applied to phase and chemical equilibria. In chemical kinetics, the rate laws, reaction mechanisms and simple rate theories will be discussed.",4,NUS CM1102 and Department Approval,,,4,
CM,6,2,CM6431,Honours,Emerging Trends in Chemistry,"This module aims to equip students with an understanding of the current and emerging issues that affect us and how chemistry is linked to these issues.  These include organocatalysis, graphene chemistry, organic chemistry, environmental chemistry, nanochemistry, medicinal chemistry and inorganic chemistry. Guest speakers will be invited to discuss their current research, and the latest technology and developments in Chemistry.",2,CM5131 and CM5132,,,2,
CM,6,2,CM6432,Honours Option,Advanced Organic Chemistry,"Organic chemistry surrounds us in every part of our life and its knowledge transcends all disciplines of science. The vast majority of chemical compounds known to man are organic; that is, they are compounds built on a carbon framework. Organic compounds vary greatly in size and complexity, from the simplest hydrocarbon, methane, to macromolecules, made up of thousands of atoms. In this advanced module, students will go more in depth and scope of the types of reactions they have learnt in the previous organic chemistry module.",2,CM5131,,,2,
CM,6,2,CM6433,Honours Option,Quantum Chemistry and its Applications,"This module aims to provide students with the understanding of the physical and mathematical aspects of quantum chemistry and molecular electronic structure. Areas to be covered include history and development, basic principles and Schrodinger equation,  common approximations and molecular geometry predictions. A strong foundation in mathematics is important for this course.",2,CM5131 and CM5132,,,2,
PC,1,1 and 2,PC1131,Core,Foundations in Physics I,"This module provides an introduction to some foundational topics in physics. These include Physical Quantities, Units & Measurement, Mass, Weight & Density, General Wave Properties, Sound, Light and the Electromagnetic Spectrum.",4,None,,,2,Year long module
PC,1,1,PC1331,Enrichment,Robotics I,"This module aims to spark the interest of students in the field of robotics and artificial intelligence through the use of animatronics and applied A.I resources. They will learn how to use engines and libraries to generate poems and/or lyrics, where they will then program their robot heads to mouth the words in a realistic manner. The course is conducted by an external vendor and the total cost per student is S$100. For Singaporean students, Edusave Fund may be used for this payment.",2,None,,,1.5,This module is offered subject to teaching manpower availability
PC,1,2,PC1332,Enrichment,Robotics II,"This module is a hands-on introduction to robotics through the mechanical building and control of a tracked vehicle and a turret. Students will learn to integrate modular electronics and sensor technology with the Raspberry Pi Pico microcontroller, while controlling the mobile vehicle from the PC using the python programming language. The workshop culminates with a mini friendly competition on the final lesson based on a set course and terrain. The course is conducted by an external vendor and a course fee is applicable. For Singaporean students, Edusave Fund may be used for this payment.",2,None,,,1.5,This module is offered subject to teaching manpower availability
PC,1,2,PC1333,Enrichment,Introductory Astronomy,"This module provides an introduction to some introductory topics in astronomy. These include the structure of the universe, models of the solar system, the celestial sphere and tools of astronomy, including telescopes & charge-coupled devices.",2,None,,,1.5,This module is offered subject to teaching manpower availability
PC,2,1 and 2,PC2131,Core,Foundations in Physics II,"This module provides an introduction to some foundational topics in physics. These include Scalars & Vectors, Motion along a Straight Line, Newton’s Laws of Motion, Energy, Work & Power, the Kinetic Model of Matter, Transfer of Thermal Energy, Temperature and Thermal Properties of Matter.",6,PC1131,,,3,Year long module
PC,2,2,PC2231,Elective,Physics Olympiad Training I,This module covers challenging problems in physics and can be taken as preparation for the Singapore Junior Physics Olympiad (SJPO).,2,None,,,1.5,
PC,2,1,PC2331,Enrichment,Robotics III,"This module is a hands on introduction to electronics, electronic prototyping, mechanical building with digital servo motors, and inverse kinematics with a 3-DOF robotic arm. Students will learn to control their robotic arm for a variety of applications and tasks including picking things up and drawing. The course is conducted by an external vendor and the total cost per student is S$100. For Singaporean students, Edusave Fund may be used for this payment.",2,None,,,1.5,This module is offered subject to teaching manpower availability
PC,2,2,PC2332,Enrichment,Robotics IV,"This module is a project-based, applied learning module that aims to introduce students to multidisciplinary fields of artificial intelligence, electronics and robotics. Students will have a hands-on introduction to A.I. tools, mechanical building and high-level programming as they work in groups on interactive projects involving machine vision, animatronics and lighting, while connecting it to the internet via the use of a telegram bot. The course is conducted by an external vendor and a course fee isapplicable. For Singaporean students, Edusave Fund may be used for this payment.",2,None,,,1.5,This module is offered subject to teaching manpower availability
PC,2,1,PC2333,Enrichment,Astronomy I,"This module provides an introduction to further topics in astronomy. These include stars (including Herzspring-Russell diagrams), the evolution of stars, galaxies and cosmology.",2,None,,,1.5,This module is offered subject to teaching manpower availability
PC,3,1 and 2,PC3131,Core,Foundations in Physics III,"This module provides an introduction to some foundational topics in physics. These include Projectile Motion, Turning Effect of Forces, Equilibrium, Pressure, Static Electricity, Current & Electricity, Direct Current Circuits, Practical Electricity, Magnetism, Electromagnetism, Principles of Electromagnetic Induction.",6,PC2131,,,3,Year long module
PC,3,1,PC3231,Elective,Physics Olympiad Training II,This module covers challenging problems in physics and can be taken as preparation for the Singapore Junior Physics Olympiad (SJPO).,2,PC2231,,,1.5,
PC,3,2,PC3232,Elective,Physics Olympiad Training III,This module covers challenging problems in physics and can be taken as preparation for the Singapore Junior Physics Olympiad (SJPO).,2,PC3231,,,1.5,
PC,3,2,PC3331,Enrichment,Astronomy II,"This module provides an introduction to further topics in astronomy These include the sun, the solar system and other planetary systems.",2,None,,,1.5,This module is offered subject to teaching manpower availability
PC,3,1,PC3333,Enrichment,Bridging Module,This module revisits the topics taught in Year 1 and Year 2 and is targeted at students who join the school in Year 3.,2,None,,,1.5,Bridging module (For new Yr 3 intake only)
PC,4,1,PC4131,Core (Major),Advanced Physics I,"This module provides an introduction to some advanced topics in physics. These include Circular Motion, Momentum, Impulse & Collisions, Oscillations and Gravitation",4,PC3131,,,4,
PC,4,2,PC4132,Core (Major),Advanced Physics II,"This module provides an introduction to some advanced topics in E&M Physics. These include Electrostatics, Electric Fields & Interactions, Capacitance & Dielectrics, Direct Current Circuits, Electromagnetism, Electromagnetic Induction, and Alternating Currents.",4,PC3131,,,4,
PC,4,1,PC4231,Elective,Physics Olympiad Training IV,This module covers challenging problems in physics and can be taken as preparation for the Singapore Junior Physics Olympiad (SJPO).,2,PC3232,,,1.5,
PC,4,2,PC4232,Elective,Physics Olympiad Training V,This module covers challenging problems in physics and can be taken as preparation for the Singapore Physics Olympiad (SPhO).,2,PC4231,,,1.5,
PC,4,1,PC4331,Enrichment,Astronomy III,This module covers challenging topics in Astronomy and can be taken as a preparation for Singapore Astronomy Olympiad,2,None,,,1.5,This module is offered subject to teaching manpower availability
PC,4,1,PC4332,Enrichment,Real to Reel: Explaining Physics Though Videos,This module introduces students to the basics of creating Physics explainer videos by combining the science of Physics with the art of video-making.,2,None,,,1.5,This module is offered subject to teaching manpower availability
PC,5,1,PC5131,Core (Major),Advanced Physics III,"This module provides an introduction to some advanced topics in physics. These include Rotational Motion, Mechanical Waves, the Doppler Effect, Superposition & Standing Waves, Beats, Interference, Single Slit Diffraction, Multiple Slit Diffraction and Ray Optics.",4,PC4131 and PC4132,,,4,
PC,5,2,PC5132,Core (Major),Advanced Physics IV,"This module provides an introduction to some advanced topics in physics. These include Nuclear Physics, Black body radiation, the Photoelectric Effect, the Compton Effect,  Wave-Particle Duality, Line Spectra, Quantum Tunnelling.",4,PC4131 and PC4132,,,4,
PC,5,1,PC5231,Elective,Physics Olympiad Training VI,This module covers challenging problems in physics and can be taken as preparation for the Singapore Physics Olympiad (SPhO).,2,PC4232,,,1.5,
PC,5,2,PC5232,Elective,Physics Olympiad Training VII,This module covers challenging problems in physics and can be taken as preparation for the Singapore Physics Olympiad (SPhO).,2,PC5231,,,1.5,
PC,5,1,PC5233,Elective,Physics in Review I,This is a consolidation module for students who wish to revise the previous topics taught from Year 1 to 5.,2,None,,,1.5,
PC,5,1,PC5431,Honours,Calculus-based Physics I,"This module provides an introduction to the use of advanced mathematical techniques such as differentiation and integration to analyse and solve physics problems. Some topics on Mechanics and Electricity & Magnetism will be revisited with the application of calculus in problem-solving, where appropriate.",2,PC4131 and PC4132,,,2,
PC,5,2,PC5432,Honours,Calculus-based Physics II,This module builds on PC5431 and exposes students to the use of advanced mathematical techniques such as solving ordinary differential equations to analyse and solve physics problems in Mechanics,2,PC5431,,,2,
EG,5,2,EG5430V,Honours in lieu,NUS/BN1111 Biomedical Engineering Principles and Practice I,"Engineering Principles and Practice I (EPP I) is the first in a pair of modules designed to introduce first year students to a biomedical engineer’s way of thinking and addressing problems through exposure to real-life medical technologies. These technologies will be used to demonstrate the fundamental knowledge and skills a biomedical engineer is expected to possess. In this module, students will be exposed to key engineering problems such as how to analyse a complex medical device, along with how to conceptualise, represent and present their such devices.",4,PC4131 and PC4132,,,4,
EG,5,2,EG5431V,Honours in lieu,NUS/CN1101A Chemical Engineering Principles and Practice I,"This  module provides an experiential   exposure   to chemical  engineering concepts through  a  series  of hands-on experimental laboratories. Simple yet visually engaging demonstrations  will  bring  these  concepts  to life, and act as a preview and bridge to the core modules in the undergraduate curriculum, while highlighting their practical relevance. The students will prepare for each session   by compulsory   pre-laboratory readings   on theoretical  background  and  laboratory  procedures.  In the laboratory, they will learn to carry out measurement, data  collection,  analysis,  modelling, interpretation  and presentation.  The  laboratory  sessions  will  be  blended with  real  engineering applications  of  industrial  and societal relevance to Singapore.",4,PC4131 and PC4132,,,4,
EG,5,2,EG5432V,Honours in lieu,NUS/CE1103 Principles of Structural and Geotechnical Engineering,"This module aims to stoke the curiosity and passion of engineering students to the wonders of Civil Engineering. From iconic landmark structures such as horizontal longspan bridges and vertical skyscrapers, to massive underground MRT interchanges and complex intertwining subway tunnels, these structures must withstand both the forces of nature and those that mankind has intended for them.  This module introduces the engineering fundamentals behind the design and construction of such man-made marvels. Through learning the basic concepts of structural and geotechnical engineering, students will gain an appreciation of the key principles governing the equilibrium and stability of these complex structures.",4,PC4131 and PC4132,,,4,
EG,5,2,EG5433V,Honours in lieu,NUS/CG1111A Engineering Principles and Practice I,"This module aims to equip first year engineering students to a computer engineer's way of thinking and will focus on the engineering principles of how computer-aided systems work and fail and the engineering practice of how they are designed, built and valued. Students will be presented a practical computer engineering system, e.g., a sensorassisted autonomous vehicle, a drone, or an engineering event. They are then guided to reconstruct the system via interconnected subsystems through laboratory sessions and group discussions, to explain using engineering principles how the system works and could fail.",4,PC4131 and PC4132,,,4,
EG,5,2,EG5434V,Honours in lieu,NUS/EE1111A Electrical Engineering Principles and Practice I,"This module introduces first year electrical engineering students to what engineers do and to the engineer's thought process. This is the first of a two-part module: Engineering Principles and Practice (EPP) I and II. Real engineering systems will be used to show how engineers use different disciplines of engineering to make things work. Through grasping engineering fundamentals, students learn how engineering systems work and fail (EPP I). Through learning where systems get energy and how they are controlled, students learn how multi-disciplinary concepts are tied together (EPP II). Students will also learn basic design, experimentation and evaluation of engineering systems.",4,PC4131 and PC4132,,,4,
EG,5,2,EG5435V,Honours in lieu,NUS/ESP1111 Engineering Principles in Action,"Students will learn engineering fundamentals like forces & equilibrium, dynamics and understand how materials and structures work and fail. They will also learn the importance of safety in conducting engineering activities, units and dimensions, significant numbers, how to make good guesses to solve engineering problems, vector mechanics and create engineering drawings. The students apply these concepts through building a wooden tower, taking full control of its design, modelling and construction. They will test their towers on a shake-table, and the team with the best design, based on a pre-determined set of metrics, will be given due recognition.",4,PC4131 and PC4132,,,4,
EG,5,2,EG5436V,Honours in lieu,NUS/ESE2101 Environmental Engineering Principles & Practice,"This module aims to excite first year engineering students about Environmental Engineering and the science and engineering principles that underlie Environmental Engineering applications. The module equips students with knowledge, critical thinking, computer-aid analysis, and practical experiences that are fundamental to Environmental Engineering. Basic environmental chemistry, microbiology, and hydraulics will be examined through a project-based learning. Thus, students will learn basic principles of chemical and biological processes and will be exposed to the concept of hydraulics. The lab-style teaching provides opportunities for hands-on experiences in 3D model design, digitalization, big-data analysis, and system analysis for environmental pollution control.",4,PC4131 and PC4132,,,4,
EG,5,2,EG5437V,Honours in lieu,NUS/IE1111R Industrial & Systems Engineering Principles & Practice I,"This module introduces first year industrial and systems engineering students to various problems in this field and how they can be analysed and tackled through mathematical modelling, data analytics, simulation and quantitative decision making. By working on a series of carefully curated problems, students gain an appreciation for the challenges faced when tackling large complex problems under uncertainty.",4,PC4131 and PC4132,,,4,
EG,5,2,EG5438V,Honours in lieu,NUS/MLE1001B  Materials Science & Engineering Principles & Practice I,"This is the first of a two module set: Engineering Principle and Practice I and II (EPP I and EPP II) to introduce first year students to how materials engineers think and address societal problems. EPP I will use hands-on lab experiences with state-of-the-art applications of both soft materials (e.g. polymers whose applications span drug delivery to aircraft windows) and hard materials (e.g. silicon, whose applications span transistors to solar cells) integrated with targeted chemistry and physics lecture content to understand how these materials work. Instruction onexperimental methods, and both oral and written scientific communication are key learning objectives.",4,PC4131 and PC4132,,,4,
EG,5,2,EG5439V,Honours in lieu,NUS/ME1102 Engineering Principles & Practice I,"This is part 1 of a 2-module package – Engineering Principles and Practice - that introduces Year 1 students to what engineers do and the engineer's thought process. EPP I focuses on the engineering principles of how systems work and fail, and the engineering practice of how they are designed, built and valued. Given a practical engineering system, e.g. a drone, or an engineering event, e.g. the Challenger space shuttle disaster, students are guided to deconstruct the system into inter-connected sub-systems. Following which they will develop an understanding of how forces, energy flow and/or mass flow between sub-systems impact the whole.",4,PC4131 and PC4132,,,4,
EG,5,2,EG5441V,Honours in lieu,NUS/EG1311 Design & Make,"This module covers the fundamentals of engineering design and prototyping. Students will learn design principles and tools through lectures and engage in experiential learning through group design projects. A stage-based design process will be covered. Students will develop skills in Arduino-controlled electronics, CAD modelling, and rapid prototyping to demonstrate their ideas.",4,PC4131 and PC4132,,,4,This module is also offered in Year 6 Sem 1
EG,5,2,EG5442V,Honours in lieu,NUS/DTK1234 Design Thinking,"In this module, students use design principles to develop their creative potential and practise design thinking using a people-centered approach to solve problems and create new possibilities. Through practical activities, students will discover tools and mindsets that guide them in navigating ambiguity in a creative process, observing and learning from others in unfamiliar contexts, and generating and experimenting with ideas quickly. While students draw on design thinking as a personal creative skillset, they will also value the impact of design that affords people the opportunity and privilege to shape the world that they, and others, inhabit.",4,PC4131 and PC4132,,,4,This module is also offered in Year 6 Sem 1
PC,5,2,PC5432V,Honours in lieu,NUS/PC2132 Classical Mechanics I,"This module considers the principles of Newtonian Mechanics and covers topics such as kinematics, inertial and non-inertial reference frames, linear momentum, kinetic energy, and angular momentum; Newton's laws of motion, forces and torques; systems of many particles including rigid bodies; conservation laws; Newtonian gravity and Kepler’s laws of planetary motion.",4,PC5431,,,4,"3 NUS modules can be read in lieu to fulfil NUSHS Physics Honours requirement: 1) PC1101/ Frontiers of Physics (Most students will take this in Y6Sem2 which will be NGNE only, special case can take it in Y5Sem2 to fulfil Honours in lieu) 2) PC2131/ Electricity & Magnetism I 3) PC2132/ Classical Mechanics I"
PC,6,2,PC6131,Core (Major),Advanced Physics V,"This module provides an introduction to some advanced topics in physics. These include Temperature & the Kinetic Theory of Gases, the First Law of Thermodynamics and Heat Engines, as well as an introduction to Special Relativity.",4,PC5131 and PC5132,,,4,
PC,6,1,PC6132,Core (Major),Practical Circuitry & Introductory Electronics,"This module equips students with the necessary knowledge and skills for circuit analysis. Students are introduced to basic components such as resistors, capacitors and inductors and concepts such as Kirchhoff’s Voltage Law and Kirchhoff’s Current Law. Emphasis is placed on the development of practical skills where students spend time in the laboratory setting up and analysing circuits using equipment such as digital multimeters and oscilloscopes. This module also introduces students to the basics of electronics with a focus on diodes and progresses to the design of rectifiers and finally to a simple DC power supply. Students will also be introduced to the workings of a bipolar junction transistor.",4,PC5131 and PC5132,,,4,
PC,6,1,PC6431,Honours,Calculus-based Physics III,This module builds on PC5431 and exposes students to the use of advanced mathematical techniques such as solving ordinary differential equations to analyse and solve physics problems in Electricity & Magnetism.,2,PC5431,,,2,
PC,6,2,PC6432,Honours,Numerical Modelling of Physical Systems,"This module provides an introduction on the application of numerical methods and computational modelling to Physics problems. Through these, students pick up valuable computational modelling skills to analyze physical systems and gain greater physical insights into the phenomena or systems under study.",2,PC5431,,,2,
EG,6,1,EG5441V,Honours in lieu,NUS/EG1311 Design & Make,"This module covers the fundamentals of engineering design and prototyping. Students will learn design principles and tools through lectures and engage in experiential learning through group design projects. A stage-based design process will be covered. Students will develop skills in Arduino-controlled electronics, CAD modelling, and rapid prototyping to demonstrate their ideas.",4,PC4131 and PC4132,,,4,This module is also offered in Year 5 Sem 2
EG,6,1,EG5442V,Honours in lieu,NUS/DTK1234 Design Thinking,"In this module, students use design principles to develop their creative potential and practise design thinking using a people-centered approach to solve problems and create new possibilities. Through practical activities, students will discover tools and mindsets that guide them in navigating ambiguity in a creative process, observing and learning from others in unfamiliar contexts, and generating and experimenting with ideas quickly. While students draw on design thinking as a personal creative skillset, they will also value the impact of design that affords people the opportunity and privilege to shape the world that they, and others, inhabit.",4,PC4131 and PC4132,,,4,This module is also offered in Year 5 Sem 2
EG,6,1,EG6430V,Honours in lieu,NUS/BN2111 Biomedical Engineering Principles and Practice II,"This module is the second of a set of two modules: Engineering Principle and Practice I and II (EPP I and EPP II). EPP modules aim to introduce first year students to the biomedical engineer’s way of thinking and addressing problems. A real-life medical technology will be used to demonstrate the fundamental knowledge and skills that a biomedical engineer is expected to possess. In EPP II, students will be exposed to key engineering problems such as how systems are controlled, powered and optimized.",4,EG5430V (NUS/BN1111),,,4,
EG,6,1,EG6431V,Honours in lieu,NUS/CN2102 Chemical Engineering Principles and Practice II,"This module is the second part of a two-part module designed to provide first year Chemical and Biomolecular Engineering students with an experiential exposure to the foundational concepts of Biomolecular/Biochemical/Bioprocess Engineering, including mass and energy balances, biosafety and sterile handling, bioreaction kinetics, bioreactor design, downstreamprocessing and purification, etc., through a series of hands-on experimental laboratories. In the laboratory, they will learn to carry out measurement, data collection, analysis, interpretation and presentation. The laboratory sessions will be blended with real engineering applications of industrial and societal relevance to Singapore.",4,EG5431V (NUS/CN1101A),,,4,
EG,6,1,EG6432V,Honours in lieu,NUS/CE2155 Principles of Structural Mechanics and Materials,"This module equips students with knowledge and skills in structural mechanics, and materials for structural engineering. The topics introduce the fundamentals of material constitutive behaviours and failure models to appreciate the use of materials in structural design. The topics also cover the composite, micro-structure and properties of concrete, steel and wood, with an emphasis on the mix-design of concrete. The module is compulsory for civil engineering undergraduate students without which he will not be qualified to practise as a professional civil engineer.",4,EG5432V (NUS/CE1103),,,4,
